origin,dest,count
6305,6043,2
6160,6183,4
6181,6027,34
6050,7060,12
7096,6345,9
7025,6277,8
6213,6011,1
6730,6191,1
6743,6432,4
6310,6070,10
6220,6274,1
6061,6904,1
6031,6174,7
6108,6098,1
6411,6095,2
6385,6314,2
7084,6415,2
6194,6014,7
6156,6929,2
6269,6700,1
6350,7041,6
6929,6275,1
7022,6104,11
6248,6235,2
6005,6062,2
6374,6916,2
6903,6904,1
6206,6178,15
6106,6003,4
6227,6107,2
7011,6361,1
6193,7080,7
6017,6278,1
6275,6191,25
6361,6925,69
6206,6432,1
6193,6367,1
7084,6005,11
6194,6404,17
7037,6137,1
6035,6013,1
6105,6217,1
7080,6038,3
6335,6168,6
7049,6741,1
6314,6117,3
6335,6422,1
6190,6173,4
6123,6041,2
6276,6385,2
6067,6085,3
6157,6281,7
6381,6273,1
6360,7030,1
6202,6145,7
6426,7070,2
6027,6743,9
6923,6389,10
7073,6386,2
6327,7095,1
7026,6139,3
6020,6020,8
6217,6176,27
7021,6310,1
7073,7061,10
6375,7003,4
6008,7050,1
6027,6209,11
6902,7011,5
7009,6087,1
6327,6372,1
6136,6072,5
6247,6906,5
6006,6276,2
6060,7011,1
6032,6360,1
6048,6061,3
7033,6050,1
6335,6032,5
6199,7026,14
6250,6089,4
6035,6149,6
6178,6265,1
6276,7138,1
6224,6249,2
6197,6200,1
6176,7043,1
6259,6361,2
6075,7022,4
6709,6742,23
6117,6157,1
6327,6228,3
6053,6193,1
6306,6257,2
7052,7144,21
6001,6105,3
6236,6053,13
6182,6233,4
6093,6048,5
7026,6063,1
6039,6114,5
7019,6711,1
6086,6901,1
6155,6247,1
6065,6043,10
6200,6183,14
6915,6303,5
7064,6373,3
6362,6311,2
6173,6011,2
7038,6224,1
6070,6070,12
6140,6274,4
6907,6119,2
6233,7001,4
7057,6116,1
6261,6370,1
6187,6186,8
7026,6919,1
6003,6099,30
6402,6107,1
6247,6126,1
6236,6929,1
7064,6229,1
7019,6301,6
6915,6259,6
6152,6134,7
6343,6234,3
6209,6331,2
6731,6343,2
6044,6166,1
6174,6362,1
6410,6247,1
6255,6266,5
6018,6031,8
6912,6070,1
6166,6178,3
6266,6003,2
6147,6107,1
6096,7140,4
6424,6741,2
6136,6908,4
6907,6043,5
7113,6088,2
6212,7124,1
6370,6051,2
7114,7146,3
6240,6255,1
6377,6732,17
6051,6155,2
6234,6095,1
6098,7081,1
6280,7069,3
6231,6915,20
6356,6402,5
6187,6393,4
6261,6165,5
6702,6723,2
6187,7074,1
6166,6237,1
7146,6432,1
6723,6216,1
6098,6029,6
6147,6248,18
6322,6388,1
6247,6333,1
6168,7011,1
7010,7041,2
7042,6330,1
6274,6156,2
6044,6229,1
6330,6192,1
6155,6052,7
6738,7003,14
6200,7071,1
6915,6116,1
7045,6119,3
7038,6031,3
6192,7047,1
6173,6204,3
6356,6012,1
6266,6216,1
6398,6008,2
6006,6919,6
6268,7030,2
6750,7042,1
6405,6061,1
6025,6180,4
6304,6084,1
6234,6280,12
6003,7031,1
7141,6741,1
6051,6340,4
6152,6321,1
6100,7050,5
7019,6114,1
6273,6225,1
6436,6204,3
6228,6411,1
6343,6021,1
6174,6177,7
6209,6124,2
6344,6208,2
6044,6373,1
6155,6108,2
6912,6265,2
6083,6081,2
6255,6073,3
6128,6020,12
6043,6410,1
7130,7099,1
6110,6031,1
6428,6043,1
6217,7084,10
6117,6218,6
6707,6086,3
6138,7041,2
6721,7137,3
6136,6267,1
6306,6118,1
6205,6179,8
6105,6002,1
6035,6206,3
6278,6051,1
6224,6106,1
6190,7081,2
6388,7069,3
6276,6190,2
6346,6394,25
6362,6924,2
7068,6061,2
6250,7021,5
7061,6389,4
6332,6154,3
6145,7033,1
6027,6146,3
6163,6182,5
6053,6386,1
6029,6087,1
6131,6114,13
6182,6026,3
7026,6276,1
7095,6344,1
6086,6724,27
6032,6175,6
6081,6047,2
6178,6070,20
6209,6904,1
6046,7052,4
6171,6398,1
6197,6015,20
7047,6085,37
6314,6258,2
6155,6928,1
6220,6061,7
6036,6402,12
6151,6915,3
6411,6280,7
6227,6702,1
6063,7010,1
7083,6163,4
6336,6033,3
6036,6148,5
6227,6248,7
6127,6333,2
6208,7011,2
6114,6156,5
6148,6001,3
6099,7046,6
6078,6205,1
6002,6104,7
6725,7050,1
6181,6232,2
7022,6701,1
6908,6145,1
6090,6049,6
6213,6204,46
7041,6904,1
6036,6012,13
6336,6169,1
6366,6919,1
6275,7063,2
7011,6174,2
6336,6423,1
4000,6374,4
6120,6040,1
6154,6280,13
6331,6340,3
7037,6322,1
6281,6213,1
6232,6321,4
6302,6125,4
7025,6138,1
6023,6021,3
6148,6411,2
6214,6177,6
6169,6124,4
6397,6241,2
6235,6108,2
6186,6141,5
6323,6410,13
6248,6020,7
6005,6277,1
7067,6228,1
6380,7009,1
6277,6752,10
6916,6258,1
6748,6043,54
6270,6031,1
6177,7084,6
6198,6306,1
6366,6063,1
7119,7086,5
6165,6179,3
6265,6002,5
6095,7141,3
6026,7073,3
6243,6254,4
6165,6433,1
6183,7113,26
6052,6154,4
7029,6165,27
6408,7053,1
6237,6094,2
6930,6154,1
6225,7033,4
6432,6363,4
6270,6421,6
6066,6042,12
6713,6267,1
6203,6182,4
6349,6087,4
7067,6372,3
6361,6310,1
6333,7061,2
6040,6214,3
6158,6387,1
6432,7084,5
6904,6118,1
6427,6350,3
6262,6371,5
6925,6167,1
6184,6187,7
6265,6158,8
6262,7096,4
6218,6070,50
7006,6181,1
6165,6023,6
6169,6904,4
6139,6174,3
6328,6274,1
7020,7030,3
6903,6331,1
6235,6928,2
6388,6217,1
6369,7054,20
6917,6503,2
6276,6009,1
6303,4001,1
6747,6393,1
6910,6260,6
7061,6210,3
6126,6902,9
6041,6415,1
6102,7055,4
6386,7031,1
6199,6117,1
6346,6747,1
6367,6272,2
7066,6039,4
6168,4000,1
6383,6919,1
7047,6046,21
6434,6201,1
7028,6374,1
6163,6141,2
7130,7100,2
6358,6930,1
6164,6368,3
6136,7019,122
6117,7066,6
6041,6005,5
7036,6913,1
6314,7026,10
6715,6715,9
7040,6335,4
6503,6376,1
6013,6093,3
7066,6429,1
6332,6197,7
6367,6328,1
6202,6393,3
6341,6434,1
6164,6232,2
6924,7091,5
6421,6368,18
6236,7038,5
6428,6080,1
6902,6120,15
6008,6161,1
7073,6150,11
6142,6064,3
6233,6910,6
7026,7008,2
6185,6396,1
6037,6359,9
6018,7100,1
5007,6126,1
6200,6745,5
6043,6199,6
7045,6080,1
7127,6212,1
10002,6754,1
6083,6042,10
6228,6198,3
6100,6374,1
6316,6717,1
6280,6158,17
6133,6111,1
7090,6422,10
6180,6023,5
6379,6425,106
6212,6015,10
6322,6211,1
7076,7102,1
6750,7081,5
7040,4000,1
7090,6168,1
6147,7036,3
6280,6412,7
6702,7017,3
6025,6143,2
6234,6243,10
6079,6014,1
6304,6047,4
6161,6187,13
6274,6195,2
6037,6749,7
7108,7111,6
6419,6223,2
6252,7024,3
6155,6091,1
6083,6118,7
7017,6406,1
6107,6007,5
6742,6026,4
6037,6203,1
4001,6165,1
6344,7076,12
6745,6745,7
6192,7084,5
6316,6307,2
6126,6078,1
6025,6019,2
6168,6335,8
6058,6131,12
6249,6231,9
6212,6405,1
6166,7113,21
6180,6179,1
6268,6704,2
6022,6230,5
6907,7028,21
6079,6404,1
6215,7081,5
6009,7054,5
7020,6314,3
6116,6009,1
6355,7078,1
6246,6902,1
6230,6324,2
6007,6738,3
7145,7048,3
6111,6220,2
6347,6185,11
4002,7096,1
6277,6381,1
6916,7026,12
6066,6081,1
6333,6345,1
7035,6327,2
6104,6213,1
6432,7047,18
6727,7055,4
6183,6237,9
6408,6377,1
6211,6201,11
6307,6253,1
7053,7140,2
7001,6231,6
6703,6902,1
6204,6232,1
6049,6065,1
6387,6104,5
6334,6036,4
7081,6166,1
6179,6261,1
6104,6349,1
6177,7047,2
6196,6204,15
6732,7066,1
6015,6132,13
6222,6064,4
7014,6202,16
6153,6910,2
6368,6161,3
7035,6737,2
6315,6503,16
6033,6364,2
6746,6141,2
6357,6359,1
6305,7028,2
7004,6184,1
6057,6222,1
6188,6043,28
7070,6344,1
6260,6374,2
6186,6182,3
6385,6098,2
6331,7064,7
6042,6211,2
6711,6728,1
6120,6083,2
6275,6347,2
6227,7036,1
6063,6724,6
6108,6314,1
6154,6243,2
6064,6047,24
6711,6262,4
6201,6187,15
6206,7049,1
6254,6338,17
6114,6195,4
7077,6037,1
7147,6233,1
6005,7009,2
6908,6186,4
6146,6103,1
6703,6122,1
6076,6307,1
6403,6059,1
6246,6078,1
7084,6389,1
7062,6004,10
6254,6262,17
6015,6912,6
6106,7068,1
6206,7113,10
6411,6243,2
6743,7049,2
6019,6035,3
6063,6334,1
6031,7045,1
6153,6130,1
6175,7081,11
6208,7026,5
6017,6100,6
6127,6304,1
6101,6418,1
7011,6019,4
10002,6921,254
6385,6136,9
7083,6154,5
6336,6004,4
7018,7016,1
6031,6356,1
6042,7058,1
6036,6435,1
6310,6252,1
6213,6233,20
6704,7018,4
6141,7039,8
6302,6048,1
7003,6749,7
6099,6396,1
6160,7046,8
6181,6205,21
6167,6188,2
6169,6503,3
6235,6065,2
7003,6203,1
6023,6406,35
6148,6036,17
6305,6261,6
6099,7071,1
6169,6049,33
6114,6161,4
6269,6132,9
7084,6227,5
6201,6173,2
6744,6029,1
6101,6008,1
6193,6145,5
6251,6903,1
7011,6143,2
7100,6338,1
6129,7078,5
6331,7090,1
6718,6434,12
6085,6117,3
6036,6025,6
6927,6196,32
6248,6017,8
6186,6176,2
7003,6359,9
7134,7093,1
6901,7027,1
6376,7035,8
6324,6344,3
6169,6113,3
6214,6140,18
7070,7057,4
6397,6276,1
6113,6212,2
6281,6224,3
7060,6036,1
6198,6331,2
6125,7025,1
6385,6916,3
6177,6354,1
6732,6375,2
7041,6049,11
6368,6195,2
6040,6379,1
6270,6006,1
6435,6027,19
7041,6503,1
6080,7145,1
6049,6091,5
7029,6152,36
6052,6163,4
6130,7016,1
6374,6704,3
6754,7048,3
6139,6019,6
6052,6429,8
6701,6110,1
6243,6729,5
6918,7113,1
7060,6426,21
6170,6027,1
6361,6327,1
6334,6198,1
6389,6421,2
6414,6102,1
6179,7028,3
6066,6075,32
6432,6354,27
7041,6113,1
6191,6183,4
6139,6143,25
6165,6014,8
6328,6243,3
6720,6035,11
6218,6047,35
7053,6309,1
7029,6008,5
6052,6039,17
6262,6346,4
6230,7037,2
6429,7141,1
6073,6046,19
6216,6186,5
6189,6265,1
6168,7026,11
6723,6221,1
7021,6912,4
6166,6200,6
7146,6405,5
6187,7043,3
6424,6173,5
6261,6152,34
6926,6344,1
6921,6427,4
6370,6329,1
6356,6435,4
6070,6252,2
7059,7112,2
6043,6037,13
7038,6006,3
7034,6921,6
6436,6369,1
6221,7039,1
7019,6079,4
6200,7046,7
6207,6188,1
6155,6065,1
7031,7009,1
7108,6748,3
6209,6049,17
7010,7076,3
6316,7014,24
6274,6161,4
6161,6173,2
6062,6502,1
6424,6029,1
6261,6008,5
6314,4000,1
6096,6085,16
6907,6261,37
7076,6211,1
6131,6903,5
6391,7030,3
6928,7038,5
7057,6724,3
6268,7007,1
7114,6083,11
7071,6038,5
6249,7078,2
6921,6037,9
6266,6221,1
7132,7132,2
6043,6427,4
6423,6200,1
6255,6044,3
6128,6017,4
6356,6025,1
6912,6252,31
7063,6222,1
6044,6344,3
6209,6113,4
6174,6140,21
6121,7018,2
6062,6112,2
6100,7067,12
6152,6316,1
6119,7009,7
6020,6748,9
6263,6194,5
6185,6362,6
6136,6250,8
6393,6701,1
6245,7025,1
6327,6150,1
6372,7008,2
6138,6391,1
6110,6006,1
6020,6202,7
6301,6306,2
7049,6029,3
6159,6428,1
6032,6018,4
6381,6051,1
6013,6067,5
6362,6913,1
6915,6901,1
6197,6178,4
6259,6019,1
7040,7026,10
6224,6131,1
6910,7029,10
6105,6035,9
6123,6729,21
6202,7080,13
7066,6197,1
7009,7018,2
7028,7067,3
6131,6123,1
6219,7028,1
6306,6075,11
6094,6043,15
6027,6171,1
6394,6138,1
6159,6038,21
6197,6022,7
6124,6110,10
6259,6143,6
6205,6014,2
6178,6047,1
6150,7037,1
6081,6070,5
6032,6142,1
7019,6903,2
6313,6046,4
6176,6186,7
6048,6709,3
7033,6738,4
6021,6013,25
6092,6121,1
6321,6168,4
6371,6918,3
6130,6268,1
6395,6739,1
6328,6280,3
6262,7062,1
6321,6422,4
6184,6173,9
6262,6385,1
6073,6085,23
6374,7030,13
6216,6145,6
6158,6373,3
6258,6208,5
7032,6139,1
6104,6224,3
6279,6277,20
6203,6176,8
6087,6112,1
7035,6310,1
6333,6372,1
6916,7011,2
6918,6237,1
6122,6072,1
6191,6140,2
6253,6906,3
6012,6276,1
7069,6247,1
6237,6060,2
6416,6927,1
6355,7115,1
7119,6395,1
6116,6164,1
6026,6360,2
6211,6236,2
7094,6162,1
6321,6032,1
6243,7147,1
6753,6145,1
6021,6149,5
6095,6718,2
6230,6249,5
6130,6332,8
6183,6200,19
6727,7062,9
6746,6176,1
6122,6128,2
6047,6193,12
7124,6031,1
7014,6235,1
6222,6053,17
6015,6105,10
6368,6156,14
6196,6233,24
6158,6229,11
6023,5007,1
6087,6048,7
6338,6926,1
6387,6133,1
6049,6052,9
6204,6205,22
7032,6063,1
6927,6155,3
6232,7032,3
6260,6343,4
6092,6901,3
6076,6720,7
6371,6138,3
6214,6183,14
6059,7033,1
6929,6094,1
6167,6011,8
6057,6215,3
6019,6158,7
6064,6070,30
6711,6255,3
6229,6227,13
7018,6722,13
6315,6904,1
6227,7001,4
4000,7067,8
6154,6274,12
6194,7048,2
6208,6258,1
6193,6186,7
7032,6919,1
6275,6370,2
4000,6380,1
7011,6180,4
6017,6099,16
6416,6107,1
7037,7031,1
7065,6340,6
6222,6929,3
6359,7012,6
6260,6753,4
6357,6234,1
6099,6355,3
6260,6219,1
6906,6070,3
6913,6043,5
6254,6255,20
6019,6002,4
6129,6206,5
6411,6274,2
7065,6750,1
6208,6302,1
6220,6095,3
7079,10002,6
6250,6268,14
6060,6117,6
6199,6120,1
7061,6227,1
6910,6257,4
6032,6181,2
7040,6258,6
6313,6085,4
6223,6281,5
6176,6145,5
6388,6220,7
6138,6208,5
6923,6032,3
6119,6277,2
6358,6907,4
6163,6176,15
7028,6343,1
6053,6372,1
6245,6711,2
6905,6264,1
6752,6397,1
7074,6214,4
6407,6053,1
6372,6276,1
7151,6179,2
6231,10002,1
7012,7073,12
6150,6703,5
6276,6164,1
6314,7011,5
7040,6302,1
7036,6924,1
6041,6032,22
7012,6394,1
6734,6217,1
6150,6249,2
7066,6154,1
6335,6389,27
6250,6332,15
6415,6313,3
6360,6136,1
6301,7022,3
6202,7043,1
7028,6219,4
6327,6193,4
6217,6397,1
6233,6927,4
6142,6053,8
6217,7070,3
6245,6301,10
6902,6117,15
6008,6156,2
6182,6188,4
6058,6926,1
6164,6205,4
6255,6087,1
7010,6742,1
6152,7032,5
6083,6075,1
6221,6247,8
6311,6043,2
7127,6225,4
6174,6183,16
6011,6138,2
6195,6027,5
6738,6700,1
6304,6070,8
6149,6227,5
6096,6046,4
6025,6174,1
6702,7020,1
7113,6269,1
6168,6258,34
7114,6040,9
6391,6314,1
6377,6099,2
7113,6723,3
6180,6014,9
6133,6126,1
7050,6084,12
6039,7012,3
6742,6011,8
6037,6234,2
7064,6192,13
6100,6219,23
4001,6418,1
6417,7032,1
5007,6501,11
7036,6104,1
6330,6166,1
6360,6916,1
6917,6904,1
6928,6246,9
6212,6178,8
6112,6003,1
6079,6433,1
6233,6107,3
7005,6361,1
6268,6733,3
6303,6303,9
7078,6249,1
6187,7080,2
6261,6191,12
6079,6179,4
6166,7124,1
6187,6367,1
6134,6255,1
6249,6206,1
6004,6051,1
6180,6404,2
7078,6703,2
6168,6302,5
6268,6279,2
7113,6333,1
6096,6738,5
6003,6116,10
6405,7146,3
6391,6120,32
6402,6088,6
7024,6070,1
6212,6216,11
6022,6169,5
6240,6280,19
6750,6165,11
6025,6340,1
6233,6723,1
6268,6117,1
6149,6013,1
6079,6217,4
6234,6040,1
6098,7054,3
6161,6384,1
6249,6168,12
7031,6043,6
7101,6247,1
6195,6213,8
6209,7003,15
6731,6396,16
6121,6108,13
6221,6073,48
6311,6277,4
6100,6177,4
7019,7033,2
6083,6241,4
6358,6249,2
7148,6733,1
7071,7072,2
6058,6332,1
6168,6136,20
6398,7075,2
6187,6153,12
6245,6915,6
6149,6149,10
6039,10002,3
10002,7079,7
6280,6201,3
6261,7042,1
6133,6248,3
6358,6703,2
6112,6237,3
7148,6279,1
6022,6033,1
6221,6129,6
6344,6192,1
6274,6396,1
6250,6926,5
6192,6160,1
6362,7023,1
7036,6330,1
6200,6156,18
6065,6096,2
6915,7031,2
6107,6204,9
6910,6919,3
7074,6020,4
6164,6421,1
6372,6042,1
6117,6182,2
7009,6108,2
6027,6386,1
6131,7033,1
6928,6908,2
7028,6177,11
6053,6146,3
6409,7041,2
6119,6043,19
6354,6214,1
6219,6138,19
6923,6206,1
6145,6114,4
6075,6310,1
6176,6371,2
6747,6190,1
6199,6314,3
6257,6275,7
6105,6398,1
6360,6258,4
7033,6085,5
6314,6098,1
6219,6062,1
7113,6927,2
6168,6916,5
6164,6031,5
6263,7084,1
6119,6119,26
6094,7009,1
6327,7040,2
6138,6166,1
7021,7022,4
6421,6421,8
7009,6052,9
6163,6752,13
6072,6063,2
6372,6118,2
6163,6218,3
6185,6195,1
6263,6363,8
6709,7060,5
6091,6921,10
6145,6504,2
6231,7012,1
6171,6002,1
6199,6704,2
6088,6035,25
7040,6136,6
7068,7146,8
6041,6206,1
6084,6912,1
6224,7021,4
6123,6094,1
6060,6733,6
6202,6190,1
7122,7043,1
6332,6394,1
6346,6154,1
6157,6254,4
7061,6149,1
6067,6050,1
6253,6312,1
6042,6012,3
7035,6904,5
6338,6268,1
6108,6117,5
6038,6313,3
6229,6013,6
6711,6061,2
6154,6040,2
6129,6168,2
6167,6225,2
6186,7066,2
6057,6021,1
6169,7003,1
6901,6137,3
6141,6073,5
6090,7034,16
6230,6907,2
6260,6177,1
6703,6731,28
6927,6361,1
7043,6278,2
6175,6165,9
6338,6332,4
6208,6136,4
6019,6236,9
6411,6040,15
6385,7026,13
6042,6402,6
6364,6265,3
6229,6149,2
6913,6277,10
6129,6032,2
6253,6248,4
7100,6095,1
6038,6703,2
7018,6106,8
6063,6137,3
6042,6148,1
6141,6129,5
6114,6396,3
6130,6926,6
6323,7127,1
6241,6052,1
6099,6161,2
6703,6321,2
6114,7071,2
6076,6104,1
6191,6374,1
6012,6042,13
7069,6073,9
6196,6417,1
7035,6124,17
6015,6721,1
7014,6411,3
6179,6138,9
6191,7093,1
7041,7003,40
6225,6114,2
6315,6310,33
6158,6147,11
6068,6343,1
6183,6424,1
7020,6117,1
6720,7125,2
6376,6905,1
6211,6412,4
6230,6127,1
6925,7040,3
6241,6928,2
6211,6158,5
6216,7096,2
7072,6181,2
6021,6227,4
6334,6235,1
7102,6053,1
6204,6031,4
6387,6307,1
6179,6062,1
7046,6097,23
6258,6166,4
6368,6362,8
6196,6007,1
7124,6205,1
7014,6001,3
6222,6267,1
6012,6118,36
7069,6129,2
6203,6218,16
6068,6753,1
6720,6398,27
7029,7042,1
6052,7073,17
6111,6179,1
7075,7115,42
6211,6002,3
6729,6070,2
6321,6206,2
6095,6066,1
6243,6094,1
6052,6394,4
6237,6254,1
6092,6705,2
7042,6913,9
6035,6005,2
6433,7055,3
6346,6197,2
6341,7059,2
6276,6393,1
6252,6923,2
6013,6253,1
6190,6165,41
6417,6902,1
6381,6265,4
6001,6049,8
6264,6189,2
7143,6194,1
7009,6091,3
6217,6160,3
6008,7046,5
7073,7077,1
7021,6306,4
6185,6156,1
6006,6260,1
6247,6910,5
6041,7078,1
6152,6902,4
6202,6009,5
6205,6220,12
7080,6174,19
7033,6046,7
6386,6116,1
6369,6173,2
7034,6725,4
6014,6120,3
6332,6747,1
6749,6092,1
6199,7030,4
7012,6039,5
6094,6277,1
6709,6754,18
6306,6241,22
6409,7082,34
6163,6381,4
6119,6080,7
6001,6113,1
6182,6225,6
6163,7066,3
7116,6271,3
6728,6261,1
7026,6075,1
6407,7143,1
7129,6503,1
6344,6151,1
6043,6749,10
6200,6195,4
7036,7014,7
6417,6122,1
6362,6307,2
6915,6315,5
7108,6036,1
6070,6066,7
6140,6262,1
6926,6170,10
6187,6190,33
6233,7017,1
6147,6501,5
6379,7112,1
7076,6435,4
6079,7069,1
6705,6709,8
6261,7081,5
7071,6356,1
6152,6122,1
6043,6359,8
6436,6007,2
6343,6222,2
6209,6327,1
6044,6170,6
6174,6374,1
6039,6058,7
6745,6195,1
6410,6251,1
6018,6027,7
6255,6270,29
7108,6426,6
6266,6015,9
6280,6398,1
6379,7048,4
6091,6098,10
6358,7037,1
6147,6111,1
6166,6424,1
7076,6025,14
6921,6749,2
6240,6243,1
6234,6083,1
6393,6905,2
6133,7036,1
6377,6724,12
6402,6501,1
7029,7081,15
6739,4000,3
6218,6329,1
6355,6005,1
6265,6201,1
6116,7074,22
7072,6018,1
6009,6029,2
6904,6241,1
6116,6393,12
6243,6057,1
7041,6737,1
6435,6213,1
6047,7083,26
6368,7046,1
6177,6160,2
7081,7041,12
6040,6407,1
6080,6096,8
6073,6272,1
6232,6902,1
7006,7065,1
6184,6384,5
6073,6738,5
6184,7063,1
6165,6220,4
7145,6425,7
6720,6201,1
6059,6903,1
6009,6173,3
7072,6142,1
6374,6120,2
6052,6747,2
6903,6132,7
6012,6081,1
6930,6357,1
7014,6198,2
6347,6345,1
6089,6224,11
6068,7067,1
7032,7029,28
6203,7066,1
7037,6901,8
6170,6213,3
6270,6368,1
6222,7019,18
6158,6184,35
6068,6380,1
6114,6355,5
6359,6102,1
6097,6063,33
6397,6118,3
6160,6195,9
6050,6391,3
6235,6251,6
7003,6037,5
6148,6202,23
6090,6700,1
6132,6103,1
6181,6031,4
6169,6737,2
7112,6706,1
6002,6307,2
6232,6078,1
6908,6346,1
7058,6349,2
7025,6261,2
6186,6752,1
6213,6007,3
6220,6262,4
6272,7113,2
6061,6912,1
7109,7059,5
6411,6083,24
6101,6366,1
6153,7017,2
7030,6252,11
7084,6403,1
6350,7057,7
7004,6344,8
6927,7045,6
6371,7028,9
6323,6359,1
6113,6026,1
7003,6427,12
6324,6170,1
6169,6327,1
6214,6374,1
6359,6058,1
6059,6123,2
6148,6358,8
6248,6223,6
6929,6729,3
6106,6015,4
6036,6211,6
6385,6258,3
6019,7048,1
7062,7079,23
7011,6377,1
6038,7037,1
6345,7064,4
6120,6243,1
6193,6371,2
6031,6038,2
6154,6083,3
7084,6013,2
6253,7036,1
6225,6903,3
6085,7030,2
6108,6120,31
6193,6385,4
6175,6008,6
6193,7062,5
6042,6025,4
7065,6143,1
6737,6200,3
6005,6080,9
7003,6199,1
6146,6727,1
6090,7003,6
6141,6044,1
7025,7028,6
6901,6100,6
6188,6277,1
6214,7067,4
6246,6316,1
6248,7130,1
6376,6112,1
6167,6212,2
6272,6200,1
6063,6100,53
6744,7054,6
7018,6131,4
6913,6240,3
6031,6196,2
6064,6329,1
6036,7058,1
6385,7011,5
6129,6005,2
6042,6435,9
6019,6201,12
7083,7073,1
6175,6152,7
6927,6746,2
6114,7046,4
6099,6156,2
6050,7082,15
6160,6161,2
6241,6065,2
6057,6406,6
6371,6261,4
6906,6273,5
6097,6097,11
6315,6327,4
6158,6170,5
7041,7034,3
6068,6374,3
6334,6358,2
6104,6027,25
6380,6043,1
6432,6194,39
7124,6368,2
6387,6720,6
7081,6742,1
6191,6343,1
6111,6014,3
6904,7008,3
6009,6187,1
6139,6383,1
6328,6083,6
7054,7007,1
6184,6370,1
6007,6046,3
6026,6039,10
7020,6120,16
6183,6413,1
6080,6062,1
7035,6049,2
6191,6219,2
6087,6701,7
7035,6503,4
6368,6355,1
6225,6079,1
6208,6921,1
7102,6064,30
6334,6202,2
6307,6067,2
6754,6425,5
6165,7069,11
6408,6409,22
6753,6346,1
6026,6163,1
6701,7037,3
6321,6231,4
6211,6035,5
6729,6047,1
6237,6729,1
7053,6093,1
6026,6429,2
6130,6131,8
6183,6003,6
7114,6709,5
6360,4000,1
6079,6220,3
7059,6425,8
6356,7102,64
6145,6903,3
6750,6152,8
6268,6120,1
6212,6221,27
6391,6117,3
6180,6217,1
6003,6121,1
6738,6049,18
6062,7035,1
6745,6161,1
6100,6140,9
6037,6427,2
6221,6044,13
6044,6184,23
6195,6224,11
6174,7067,2
6155,7018,3
6107,6369,4
7146,7068,5
6112,6200,2
6280,6236,29
6233,6304,1
6004,6252,1
6926,6184,16
6187,6164,10
6215,6152,3
7023,6334,1
6070,6092,15
6058,6305,1
6750,6008,11
6274,7046,3
6273,6188,1
6037,6037,14
6255,7039,4
6738,6113,5
6200,6161,4
7036,6307,1
6018,6189,1
6192,6157,3
6145,6123,1
6245,6058,1
6006,7029,2
6421,6006,1
6264,6027,1
6053,6171,16
7028,6140,3
6409,7076,1
7144,6213,1
6003,6901,6
7074,6017,5
7015,7103,1
6046,6408,4
6048,6083,8
7080,6180,2
6086,6099,3
6150,6110,5
6199,6323,1
7047,6738,3
6346,6039,1
6388,6023,1
6733,6367,2
6231,7025,5
6263,6354,6
6426,6375,3
7144,6349,12
6217,6194,1
6008,6355,1
6138,6151,56
6145,6079,18
6329,6251,6
7113,6910,4
6164,6006,1
6067,6067,6
6205,7069,9
6388,6179,3
6046,6018,2
6346,6163,2
6171,6035,14
6157,6729,6
7015,7059,2
6276,7080,1
6917,6327,1
6250,6131,1
6925,6209,5
6727,6145,1
6139,6750,1
6243,6060,1
6406,6041,3
7149,6925,10
6095,6092,25
6904,6276,9
6753,6385,1
6729,6084,2
7053,6050,5
6265,6236,13
6230,6089,12
6103,6397,2
6413,6072,2
6387,7014,1
6177,6157,11
10002,7035,1
6258,6192,5
6368,6396,6
7046,6063,27
6061,6105,2
6179,6096,1
7081,6391,6
6116,7119,2
6374,6117,2
7072,6175,4
6216,7062,1
6720,6236,1
6165,6217,8
6007,6085,2
6262,6145,2
6073,6245,4
6143,6041,7
6216,6385,5
7046,6139,1
6347,7095,1
6170,6224,1
6191,7067,4
6040,6020,6
6916,6136,6
6227,6906,5
7041,6310,1
6340,6411,2
6315,7003,5
6347,6372,1
6047,6209,34
7069,6087,1
6389,6368,3
6323,6234,2
7096,6364,1
6901,6099,2
6908,6371,3
6169,6700,1
6050,7041,4
6132,6134,1
6148,6235,3
6267,7117,1
6235,6266,3
6113,6401,1
6005,6119,4
6214,6219,6
6404,6087,23
6194,6035,4
6198,6912,6
7084,6434,4
6338,7021,1
6156,6908,2
6713,6929,1
6743,6159,1
6206,6003,15
7062,7114,4
6019,7125,1
7030,6265,2
6153,7020,4
6716,7001,2
6031,6155,3
6175,6191,1
6743,6413,1
6248,6214,25
6005,6043,13
6260,6183,2
6305,6138,1
6059,6114,1
6246,7032,5
6169,6310,3
6324,6147,1
7140,7050,5
6113,6011,4
6002,6720,1
7022,6125,1
6929,6254,4
6927,7072,4
6281,6027,2
6350,7060,3
6194,6425,4
6253,7001,4
7037,6116,1
6916,6916,9
6206,6413,13
7083,6747,1
6361,6904,4
6208,6098,5
4000,6140,1
7043,7031,1
6743,6003,4
6063,6099,10
6106,6022,8
6085,6314,2
6202,6164,1
6360,7011,1
6332,6360,3
7066,7073,1
6190,6152,29
6123,6060,1
6503,6181,8
7012,6154,2
6314,6136,7
6276,7043,2
6035,6032,6
6086,6100,1
7066,6394,1
7080,6019,6
6136,6053,4
6394,6261,1
6008,7071,2
6217,6157,7
6131,6730,1
6072,6097,12
6020,6001,3
6110,6205,1
6907,6918,23
