Case #,Date,IUCR,Description,Location Description,Beat,Ward,Latitude,Longitude
HT334206,6/6/2011 20:38,1811,CANNABIS 30GMS OR LESS,STREET,825,15,41.77930425,-87.68245301
HT334175,6/6/2011 20:35,1811,CANNABIS 30GMS OR LESS,ALLEY,2524,35,41.93176515,-87.72000422
HT334169,6/6/2011 20:35,1812,CANNABIS MORE THAN 30GMS,STREET,1723,33,41.9627692,-87.71334236
HT334152,6/6/2011 20:32,1811,CANNABIS 30GMS OR LESS,STREET,1713,33,41.96675476,-87.70644599
HT334232,6/6/2011 20:31,1811,CANNABIS 30GMS OR LESS,SIDEWALK,624,6,41.75136656,-87.60679455
HT334200,6/6/2011 20:30,2028,SYNTHETIC DRUGS,SIDEWALK,914,3,41.8096308,-87.6651483
HT334166,6/6/2011 20:25,1812,CANNABIS MORE THAN 30GMS,STREET,832,17,41.77027333,-87.68158386
HT334154,6/6/2011 20:20,2022,COCAINE,STREET,911,14,41.79715746,-87.69892951
HT334146,6/6/2011 20:20,1811,CANNABIS 30GMS OR LESS,STREET,611,21,41.75015821,-87.6645011
HT334180,6/6/2011 20:20,2027,CRACK,SIDEWALK,714,15,41.78424695,-87.66812155
HT334304,6/6/2011 20:20,1811,CANNABIS 30GMS OR LESS,HIGHWAY/EXPRESSWAY,1211,2,41.87618373,-87.66451792
HT334147,6/6/2011 20:15,1811,CANNABIS 30GMS OR LESS,LAKEFRONT/WATERFRONT/RIVERBANK,133,2,41.86165312,-87.60977275
HT334159,6/6/2011 20:15,2027,CRACK,STREET,321,20,41.77197053,-87.61286012
HT334105,6/6/2011 20:05,1811,CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,2132,5,41.79513116,-87.58267986
HT334172,6/6/2011 20:01,2022,COCAINE,APARTMENT,1421,26,41.91283841,-87.70331458
HT334112,6/6/2011 19:56,1811,CANNABIS 30GMS OR LESS,STREET,331,5,41.78081221,-87.57568272
HT334151,6/6/2011 19:55,2170,POSSESSION OF DRUG EQUIPMENT,SIDEWALK,2024,46,41.96918832,-87.65563626
HT334162,6/6/2011 19:52,2024,HEROIN(WHITE),STREET,832,18,41.76273698,-87.67956353
HT334113,6/6/2011 19:50,1811,CANNABIS 30GMS OR LESS,GAS STATION,2222,21,41.73574904,-87.65348319
HT334178,6/6/2011 19:50,1811,CANNABIS 30GMS OR LESS,STREET,832,17,41.76616503,-87.68060275
HT334075,6/6/2011 19:41,1811,CANNABIS 30GMS OR LESS,ALLEY,2512,29,41.92364393,-87.78031226
HT334101,6/6/2011 19:39,1811,CANNABIS 30GMS OR LESS,ALLEY,423,10,41.74118832,-87.55287031
HT334055,6/6/2011 19:30,1811,CANNABIS 30GMS OR LESS,STREET,312,20,41.77908499,-87.61745138
HT334068,6/6/2011 19:20,2092,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,1524,28,41.89462131,-87.75696413
HT334033,6/6/2011 19:20,1811,CANNABIS 30GMS OR LESS,ALLEY,1924,44,41.94112286,-87.65277988
HT334009,6/6/2011 19:17,1811,CANNABIS 30GMS OR LESS,STREET,311,20,41.78366496,-87.61741143
HT333997,6/6/2011 19:05,1811,CANNABIS 30GMS OR LESS,PARK PROPERTY,1533,28,41.87839968,-87.75198747
HT333990,6/6/2011 19:04,1811,CANNABIS 30GMS OR LESS,STREET,1513,29,41.87750107,-87.77440185
HT334118,6/6/2011 19:00,1811,CANNABIS 30GMS OR LESS,STREET,1633,38,41.946884,-87.76664652
HT333995,6/6/2011 18:50,1811,CANNABIS 30GMS OR LESS,SIDEWALK,724,16,41.77949853,-87.65438151
HT334051,6/6/2011 18:50,1811,CANNABIS 30GMS OR LESS,SIDEWALK,323,6,41.75911271,-87.61404853
HT333957,6/6/2011 18:22,2027,CRACK,SIDEWALK,2532,37,41.90975995,-87.76163696
HT334021,6/6/2011 18:18,1811,CANNABIS 30GMS OR LESS,SIDEWALK,634,21,41.72185497,-87.6276036
HT333924,6/6/2011 18:09,1811,CANNABIS 30GMS OR LESS,SIDEWALK,2535,30,41.91552572,-87.72637268
HT333954,6/6/2011 18:09,1811,CANNABIS 30GMS OR LESS,SIDEWALK,811,23,41.78753334,-87.77904516
HT333936,6/6/2011 18:00,2027,CRACK,SIDEWALK,711,20,41.78666169,-87.63750488
HT333940,6/6/2011 17:56,1811,CANNABIS 30GMS OR LESS,STREET,613,21,41.73945654,-87.65393507
HT333965,6/6/2011 17:15,2093,FOUND SUSPECT NARCOTICS,SIDEWALK,232,3,41.80190302,-87.62175629
HT333706,6/6/2011 16:15,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1522,29,41.8794581,-87.75726198
HT333680,6/6/2011 16:12,1811,CANNABIS 30GMS OR LESS,ALLEY,1033,24,41.84985774,-87.7037788
HT333627,6/6/2011 15:45,1811,CANNABIS 30GMS OR LESS,SIDEWALK,431,7,41.72136968,-87.57761585
HT333593,6/6/2011 15:39,1811,CANNABIS 30GMS OR LESS,SIDEWALK,2234,34,41.69533388,-87.65449117
HT333663,6/6/2011 15:30,2024,HEROIN(WHITE),PARKING LOT/GARAGE(NON.RESID.),2531,29,41.90922966,-87.76593266
HT333650,6/6/2011 15:05,2090,ALTER/FORGE PRESCRIPTION,DRUG STORE,1623,45,41.96754104,-87.76028226
HT333545,6/6/2011 15:00,1811,CANNABIS 30GMS OR LESS,STREET,2512,29,41.91702691,-87.77563333
HT333510,6/6/2011 14:28,1811,CANNABIS 30GMS OR LESS,VACANT LOT/LAND,1113,28,41.88547576,-87.73621646
HT333456,6/6/2011 14:15,1811,CANNABIS 30GMS OR LESS,ALLEY,2512,29,41.92080726,-87.78277658
HT333474,6/6/2011 14:10,1811,CANNABIS 30GMS OR LESS,STREET,424,10,41.73686496,-87.54988895
HT333621,6/6/2011 14:10,2017,MANU/DELIVER:CRACK,SIDEWALK,1132,28,41.87700023,-87.72395404
HT333495,6/6/2011 14:00,1811,CANNABIS 30GMS OR LESS,PARK PROPERTY,2515,37,41.92142591,-87.76113232
HT333411,6/6/2011 13:30,1811,CANNABIS 30GMS OR LESS,SIDEWALK,935,11,41.81435045,-87.64461895
HT333441,6/6/2011 13:30,2024,HEROIN(WHITE),CTA GARAGE / OTHER PROPERTY,925,3,41.82720665,-87.63270348
HT333412,6/6/2011 13:28,1811,CANNABIS 30GMS OR LESS,SIDEWALK,2312,46,41.96898776,-87.65420428
HT333468,6/6/2011 13:25,1821,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,1522,29,41.87855646,-87.75695795
HT333398,6/6/2011 13:20,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1513,29,41.88011211,-87.76626009
HT333370,6/6/2011 13:05,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1522,29,41.87834825,-87.75593534
HT333382,6/6/2011 13:04,1821,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,2313,46,41.96533454,-87.65362535
HT333414,6/6/2011 12:57,2017,MANU/DELIVER:CRACK,ALLEY,2422,49,42.02029858,-87.67205561
HT333341,6/6/2011 12:55,1811,CANNABIS 30GMS OR LESS,STREET,112,2,41.87797601,-87.6350574
HT333317,6/6/2011 12:55,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1122,27,41.8901377,-87.71997289
HT333352,6/6/2011 12:16,2092,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,1331,2,41.88138435,-87.69890493
HT333247,6/6/2011 12:06,1811,CANNABIS 30GMS OR LESS,SIDEWALK,2234,34,41.68636058,-87.64813107
HT333197,6/6/2011 11:48,1811,CANNABIS 30GMS OR LESS,SIDEWALK,421,7,41.7585536,-87.56622097
HT333167,6/6/2011 11:22,1811,CANNABIS 30GMS OR LESS,SIDEWALK,2312,48,41.96744963,-87.65862579
HT333143,6/6/2011 11:15,1811,CANNABIS 30GMS OR LESS,STREET,1722,45,41.96052478,-87.74737001
HT333136,6/6/2011 10:50,2024,HEROIN(WHITE),SIDEWALK,1121,26,41.9024523,-87.71152016
HT333111,6/6/2011 10:30,2024,HEROIN(WHITE),STREET,432,10,41.70257775,-87.5427104
HT333078,6/6/2011 10:25,2024,HEROIN(WHITE),STREET,1532,28,41.8834527,-87.74891203
HT333123,6/6/2011 10:20,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1211,2,41.87998111,-87.68497957
HT333008,6/6/2011 9:15,2027,CRACK,SIDEWALK,1134,24,41.87290409,-87.70429438
HT332941,6/6/2011 8:30,1811,CANNABIS 30GMS OR LESS,CTA BUS STOP,731,6,41.76907498,-87.62561266
HT332942,6/6/2011 8:15,2027,CRACK,SIDEWALK,332,5,41.76684564,-87.58139681
HT332955,6/6/2011 6:00,2093,FOUND SUSPECT NARCOTICS,GOVERNMENT BUILDING/PROPERTY,1654,41,41.95378797,-87.90747703
HT332952,6/6/2011 6:00,1812,CANNABIS MORE THAN 30GMS,POLICE FACILITY/VEH PARKING LOT,1134,24,41.8682851,-87.709755
HT332758,6/6/2011 2:21,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1032,22,41.84359541,-87.70730835
HT332762,6/6/2011 2:14,1811,CANNABIS 30GMS OR LESS,STREET,1533,28,41.88135787,-87.75250781
HT332735,6/6/2011 1:18,1811,CANNABIS 30GMS OR LESS,STREET,622,21,41.74354093,-87.62454834
HT332728,6/6/2011 1:00,2022,COCAINE,STREET,822,23,41.79863142,-87.71610792
HT332703,6/6/2011 0:27,1811,CANNABIS 30GMS OR LESS,ALLEY,1532,37,41.89145496,-87.74945979
HT332673,6/5/2011 23:55,1811,CANNABIS 30GMS OR LESS,STREET,1531,37,41.90033103,-87.75348564
HT332662,6/5/2011 23:42,1811,CANNABIS 30GMS OR LESS,STREET,511,9,41.71199967,-87.62708513
HT332626,6/5/2011 23:30,1811,CANNABIS 30GMS OR LESS,SIDEWALK,513,9,41.69605774,-87.62216628
HT332632,6/5/2011 23:20,1811,CANNABIS 30GMS OR LESS,APARTMENT,1012,24,41.8588704,-87.73256555
HT332639,6/5/2011 23:20,1811,CANNABIS 30GMS OR LESS,STREET,2535,30,41.90830312,-87.72176079
HT332629,6/5/2011 23:16,1811,CANNABIS 30GMS OR LESS,GAS STATION,2213,19,41.71214916,-87.68164762
HT332587,6/5/2011 22:56,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1032,22,41.84430079,-87.70732717
HT332618,6/5/2011 22:55,1811,CANNABIS 30GMS OR LESS,STREET,512,34,41.70701044,-87.62841785
HT332627,6/5/2011 22:50,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1112,27,41.89842882,-87.7211461
HT332599,6/5/2011 22:40,1811,CANNABIS 30GMS OR LESS,SIDEWALK,611,18,41.75012363,-87.6727543
HT332554,6/5/2011 22:25,1811,CANNABIS 30GMS OR LESS,STREET,934,20,41.79790745,-87.64841109
HT332569,6/5/2011 22:20,2027,CRACK,STREET,1524,37,41.89286253,-87.75866209
HT332558,6/5/2011 22:15,1811,CANNABIS 30GMS OR LESS,STREET,932,16,41.79748821,-87.66482336
HT332542,6/5/2011 22:00,2024,HEROIN(WHITE),PARKING LOT/GARAGE(NON.RESID.),714,15,41.77941724,-87.67435292
HT332539,6/5/2011 21:47,1811,CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,422,7,41.7500349,-87.55029685
HT332565,6/5/2011 21:45,1811,CANNABIS 30GMS OR LESS,CTA GARAGE / OTHER PROPERTY,113,42,41.88562852,-87.63171298
HT332525,6/5/2011 21:20,1811,CANNABIS 30GMS OR LESS,STREET,1422,26,41.90896118,-87.71652677
HT332531,6/5/2011 21:08,1811,CANNABIS 30GMS OR LESS,SIDEWALK,723,16,41.77740507,-87.64066258
HT332546,6/5/2011 20:57,1812,CANNABIS MORE THAN 30GMS,RESIDENCE,632,6,41.73395478,-87.60910113
HT332472,6/5/2011 20:47,1811,CANNABIS 30GMS OR LESS,STREET,712,16,41.78836103,-87.65458135
HT332476,6/5/2011 20:35,1811,CANNABIS 30GMS OR LESS,STREET,832,15,41.76864999,-87.68471983
HT332483,6/5/2011 20:35,1811,CANNABIS 30GMS OR LESS,STREET,523,34,41.67593476,-87.6371578
HT332439,6/5/2011 20:32,2027,CRACK,ALLEY,1011,24,41.86527585,-87.72377904
HT332489,6/5/2011 20:30,1811,CANNABIS 30GMS OR LESS,STREET,811,23,41.78673014,-87.77809139
HT332455,6/5/2011 20:23,1822,MANU/DEL:CANNABIS OVER 10 GMS,PARKING LOT/GARAGE(NON.RESID.),614,21,41.73597193,-87.66292629
HT332471,6/5/2011 20:15,1811,CANNABIS 30GMS OR LESS,STREET,1112,27,41.90185274,-87.71789922
HT332415,6/5/2011 20:08,1811,CANNABIS 30GMS OR LESS,SIDEWALK,414,8,41.74561089,-87.58401185
HT332449,6/5/2011 20:05,1811,CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),2534,30,41.9169887,-87.731646
HT332456,6/5/2011 19:58,1811,CANNABIS 30GMS OR LESS,STREET,2531,29,41.90233551,-87.76580635
HT332427,6/5/2011 19:50,1811,CANNABIS 30GMS OR LESS,SIDEWALK,724,17,41.77487287,-87.65180538
HT332363,6/5/2011 19:43,1811,CANNABIS 30GMS OR LESS,SIDEWALK,522,34,41.68152143,-87.6253465
HT332375,6/5/2011 19:30,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1223,25,41.85395618,-87.67177873
HT332397,6/5/2011 19:30,1811,CANNABIS 30GMS OR LESS,STREET,831,15,41.77528815,-87.68856835
HT332408,6/5/2011 19:30,2027,CRACK,STREET,621,17,41.75070078,-87.63439726
HT332396,6/5/2011 19:30,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1131,24,41.87386418,-87.73293186
HT332349,6/5/2011 19:25,1811,CANNABIS 30GMS OR LESS,SIDEWALK,835,18,41.76095671,-87.68211798
HT332347,6/5/2011 19:22,1811,CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),913,11,41.83068661,-87.67543447
HT332309,6/5/2011 19:10,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1522,29,41.8792112,-87.75947109
HT332412,6/5/2011 19:10,1811,CANNABIS 30GMS OR LESS,APARTMENT,725,17,41.76863941,-87.66562883
HT332300,6/5/2011 19:08,1811,CANNABIS 30GMS OR LESS,ALLEY,512,34,41.70294455,-87.62682535
HT332338,6/5/2011 19:00,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1523,28,41.8870445,-87.76357295
HT332307,6/5/2011 18:50,1811,CANNABIS 30GMS OR LESS,STREET,1532,28,41.88321266,-87.74919699
HT332276,6/5/2011 18:45,1811,CANNABIS 30GMS OR LESS,SIDEWALK,513,34,41.69787384,-87.62874466
HT332348,6/5/2011 18:30,1811,CANNABIS 30GMS OR LESS,STREET,2222,21,41.72594488,-87.65929032
HT332262,6/5/2011 18:27,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1121,26,41.90000689,-87.70843266
HT332306,6/5/2011 18:21,2027,CRACK,SIDEWALK,1531,37,41.89340322,-87.74835121
HT332253,6/5/2011 18:08,1811,CANNABIS 30GMS OR LESS,SIDEWALK,632,6,41.73568648,-87.62273317
HT332218,6/5/2011 17:50,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1522,29,41.87734582,-87.76347184
HT332209,6/5/2011 17:45,1811,CANNABIS 30GMS OR LESS,STREET,611,18,41.75037565,-87.67029272
HT332200,6/5/2011 17:24,2024,HEROIN(WHITE),RESTAURANT,1013,22,41.84853163,-87.7245326
HT332187,6/5/2011 17:17,1811,CANNABIS 30GMS OR LESS,ALLEY,2512,29,41.92079109,-87.77941461
HT332147,6/5/2011 16:32,1811,CANNABIS 30GMS OR LESS,STREET,1622,45,41.97035163,-87.78568912
HT332087,6/5/2011 16:30,1811,CANNABIS 30GMS OR LESS,STREET,913,11,41.82656494,-87.68124806
HT332136,6/5/2011 16:15,1811,CANNABIS 30GMS OR LESS,SIDEWALK,2311,46,41.9651594,-87.661165
HT332077,6/5/2011 16:09,2024,HEROIN(WHITE),SIDEWALK,1133,24,41.86631889,-87.72227123
HT332093,6/5/2011 16:05,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1122,27,41.88908407,-87.72361151
HT332088,6/5/2011 15:57,1811,CANNABIS 30GMS OR LESS,STREET,1112,27,41.89553395,-87.7201747
HT332033,6/5/2011 15:25,2024,HEROIN(WHITE),ALLEY,1113,28,41.88310887,-87.73754215
HT332010,6/5/2011 14:55,2013,MANU/DELIVER: HEROIN(BRN/TAN),SIDEWALK,1121,27,41.89905982,-87.71140982
HT332090,6/5/2011 14:53,2027,CRACK,HOSPITAL BUILDING/GROUNDS,2133,5,41.78899475,-87.60481507
HT332018,6/5/2011 14:48,1812,CANNABIS MORE THAN 30GMS,ALLEY,1523,28,41.88251691,-87.76034856
HT332007,6/5/2011 14:45,1811,CANNABIS 30GMS OR LESS,ALLEY,912,14,41.80863751,-87.69558841
HT331993,6/5/2011 14:45,1811,CANNABIS 30GMS OR LESS,SIDEWALK,624,8,41.75117867,-87.60485803
HT331995,6/5/2011 14:30,2024,HEROIN(WHITE),STREET,621,21,41.74845249,-87.64290514
HT332003,6/5/2011 14:24,2026,PCP,STREET,1032,22,41.83918537,-87.71084127
HT331975,6/5/2011 14:20,1821,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,1032,22,41.83935715,-87.70962492
HT331921,6/5/2011 13:45,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1135,28,41.86704331,-87.69699446
HT331941,6/5/2011 13:45,1811,CANNABIS 30GMS OR LESS,STREET,731,6,41.76768778,-87.63121072
HT331914,6/5/2011 13:37,2024,HEROIN(WHITE),ALLEY,1112,27,41.89610805,-87.72595787
HT331881,6/5/2011 13:30,1811,CANNABIS 30GMS OR LESS,STREET,523,34,41.66918977,-87.63816379
HT331902,6/5/2011 13:25,1811,CANNABIS 30GMS OR LESS,PARK PROPERTY,2312,46,41.96595218,-87.6485776
HT331916,6/5/2011 13:18,2170,POSSESSION OF DRUG EQUIPMENT,ALLEY,2022,48,41.98958756,-87.66010986
HT331868,6/5/2011 13:14,1811,CANNABIS 30GMS OR LESS,SIDEWALK,2222,21,41.73514201,-87.65711311
HT331850,6/5/2011 12:51,2024,HEROIN(WHITE),ALLEY,324,8,41.76051009,-87.58281227
HT331918,6/5/2011 12:50,1821,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,313,20,41.78157387,-87.60736293
HT331815,6/5/2011 12:39,1811,CANNABIS 30GMS OR LESS,SIDEWALK,823,15,41.77892224,-87.69903594
HT331809,6/5/2011 12:30,2027,CRACK,ALLEY,832,18,41.76431849,-87.68308833
HT331834,6/5/2011 12:20,1811,CANNABIS 30GMS OR LESS,STREET,434,10,41.66604087,-87.55899757
HT331841,6/5/2011 12:13,1811,CANNABIS 30GMS OR LESS,APARTMENT,732,17,41.75966246,-87.64236349
HT331829,6/5/2011 12:12,2028,SYNTHETIC DRUGS,VEHICLE NON-COMMERCIAL,823,15,41.78062532,-87.7018203
HT331778,6/5/2011 11:36,2024,HEROIN(WHITE),STREET,1113,28,41.87952764,-87.73595971
HT331739,6/5/2011 11:30,2014,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,1011,24,41.86612094,-87.72065775
HT331740,6/5/2011 11:20,2170,POSSESSION OF DRUG EQUIPMENT,SIDEWALK,2535,30,41.91227048,-87.72626391
HT331736,6/5/2011 11:20,1811,CANNABIS 30GMS OR LESS,STREET,2323,46,41.96131047,-87.64698747
HT331710,6/5/2011 11:00,2027,CRACK,STREET,424,10,41.73711123,-87.55018639
HT331706,6/5/2011 10:50,2024,HEROIN(WHITE),SIDEWALK,1422,26,41.90298085,-87.71182727
HT331685,6/5/2011 10:45,1811,CANNABIS 30GMS OR LESS,SIDEWALK,2535,27,41.90325482,-87.72403139
HT331664,6/5/2011 10:35,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1233,25,41.85719708,-87.65390534
HT331703,6/5/2011 10:35,2027,CRACK,SIDEWALK,213,4,41.81691157,-87.60730147
HT331659,6/5/2011 10:24,2014,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,1114,28,41.88387318,-87.72836161
HT331687,6/5/2011 10:10,2022,COCAINE,VEHICLE NON-COMMERCIAL,2333,43,41.93045584,-87.63944286
HT331676,6/5/2011 10:05,2014,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,1532,28,41.89209058,-87.75412945
HT331653,6/5/2011 9:59,2023,HEROIN(BRN/TAN),STREET,1723,33,41.9678407,-87.72053713
HT331551,6/5/2011 7:45,2024,HEROIN(WHITE),SIDEWALK,1532,28,41.8879247,-87.7551954
HT331579,6/5/2011 6:20,1811,CANNABIS 30GMS OR LESS,STREET,1011,24,41.86226417,-87.71737592
HT331438,6/5/2011 5:20,1811,CANNABIS 30GMS OR LESS,STREET,1711,39,41.99025172,-87.72813151
HT331436,6/5/2011 4:22,2027,CRACK,STREET,2311,46,41.96582213,-87.66233836
HT331385,6/5/2011 3:47,2022,COCAINE,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,1655,41,41.97474944,-87.89037293
HT331442,6/5/2011 2:24,1811,CANNABIS 30GMS OR LESS,STREET,2223,21,41.72129124,-87.64781505
HT331247,6/5/2011 0:27,1811,CANNABIS 30GMS OR LESS,STREET,334,7,41.76620034,-87.5651585
HT331193,6/5/2011 0:10,2024,HEROIN(WHITE),SIDEWALK,921,3,41.80867012,-87.65296216
HT331200,6/5/2011 0:00,1811,CANNABIS 30GMS OR LESS,ALLEY,915,12,41.80830623,-87.6839715
HT331199,6/4/2011 23:47,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1032,22,41.8403331,-87.70843009
HT331204,6/4/2011 23:45,2092,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,2024,46,41.96918461,-87.65593783
HT331244,6/4/2011 23:36,1811,CANNABIS 30GMS OR LESS,COMMERCIAL / BUSINESS OFFICE,614,18,41.73585236,-87.66643019
HT331177,6/4/2011 23:23,1811,CANNABIS 30GMS OR LESS,PARK PROPERTY,2323,46,41.95076469,-87.64381782
HT331135,6/4/2011 23:15,1811,CANNABIS 30GMS OR LESS,SIDEWALK,725,17,41.76864128,-87.66547852
HT331187,6/4/2011 23:13,2022,COCAINE,SIDEWALK,1411,33,41.93712614,-87.70006546
HT331136,6/4/2011 23:05,1811,CANNABIS 30GMS OR LESS,STREET,624,6,41.75219826,-87.60292615
HT331159,6/4/2011 23:00,1811,CANNABIS 30GMS OR LESS,STREET,1731,31,41.94088977,-87.73721408
HT331128,6/4/2011 22:47,1811,CANNABIS 30GMS OR LESS,SIDEWALK,824,16,41.78506342,-87.68760876
HT331095,6/4/2011 22:45,2022,COCAINE,SIDEWALK,2525,31,41.92173601,-87.72899252
HT331100,6/4/2011 22:38,2027,CRACK,SIDEWALK,2412,50,41.9982799,-87.68273532
HT331079,6/4/2011 22:25,2024,HEROIN(WHITE),STREET,621,17,41.75741595,-87.64162891
HT331077,6/4/2011 22:15,1811,CANNABIS 30GMS OR LESS,SIDEWALK,2324,44,41.94848359,-87.64967256
HT331034,6/4/2011 22:05,1811,CANNABIS 30GMS OR LESS,PARK PROPERTY,2323,46,41.94897937,-87.64309817
HT331123,6/4/2011 22:05,1811,CANNABIS 30GMS OR LESS,SIDEWALK,433,10,41.65096148,-87.54578246
HT331119,6/4/2011 22:05,2022,COCAINE,STREET,831,18,41.76553983,-87.69683282
HT331064,6/4/2011 21:55,2022,COCAINE,STREET,2232,34,41.69963885,-87.65248683
HT331073,6/4/2011 21:53,2027,CRACK,ALLEY,726,15,41.77713585,-87.67038377
HT331033,6/4/2011 21:45,1811,CANNABIS 30GMS OR LESS,STREET,825,15,41.78061674,-87.68598149
HT331026,6/4/2011 21:43,1811,CANNABIS 30GMS OR LESS,STREET,734,17,41.76308262,-87.65678683
HT331050,6/4/2011 21:39,2024,HEROIN(WHITE),SIDEWALK,1132,24,41.86631178,-87.72299822
HT331020,6/4/2011 21:30,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1532,28,41.88325783,-87.74890646
HT331030,6/4/2011 21:10,1811,CANNABIS 30GMS OR LESS,STREET,732,6,41.76786614,-87.6370702
HT330955,6/4/2011 20:45,1811,CANNABIS 30GMS OR LESS,SIDEWALK,331,5,41.76642726,-87.57494292
HT330992,6/4/2011 20:45,1811,CANNABIS 30GMS OR LESS,SIDEWALK,621,17,41.75076113,-87.64347408
HT330940,6/4/2011 20:40,2027,CRACK,STREET,1511,29,41.89440346,-87.76779017
HT330950,6/4/2011 20:37,1821,MANU/DEL:CANNABIS 10GM OR LESS,ALLEY,1522,28,41.88101552,-87.7564548
HT330967,6/4/2011 20:12,1811,CANNABIS 30GMS OR LESS,STREET,811,23,41.79227052,-87.79123407
HT330891,6/4/2011 20:00,1811,CANNABIS 30GMS OR LESS,SIDEWALK,912,12,41.81549484,-87.69055337
HT330882,6/4/2011 20:00,2024,HEROIN(WHITE),SIDEWALK,1133,24,41.87274015,-87.71708075
HT330922,6/4/2011 20:00,1811,CANNABIS 30GMS OR LESS,STREET,2423,49,42.01262083,-87.66928337
HT330902,6/4/2011 19:55,1811,CANNABIS 30GMS OR LESS,STREET,1021,24,41.86229783,-87.71444975
HT330859,6/4/2011 19:52,2027,CRACK,STREET,622,21,41.74344793,-87.6367148
HT330884,6/4/2011 19:50,2027,CRACK,ALLEY,832,18,41.76403652,-87.68175695
HT330875,6/4/2011 19:50,1811,CANNABIS 30GMS OR LESS,SIDEWALK,423,7,41.72620909,-87.55924262
HT330893,6/4/2011 19:39,1811,CANNABIS 30GMS OR LESS,STREET,726,15,41.77348681,-87.67148815
HT330847,6/4/2011 19:30,2027,CRACK,SIDEWALK,2532,37,41.9095442,-87.76074616
HT330828,6/4/2011 19:05,2024,HEROIN(WHITE),SIDEWALK,1114,28,41.88475174,-87.72895927
HT330864,6/4/2011 19:02,2024,HEROIN(WHITE),SIDEWALK,1113,28,41.88200263,-87.73854025
HT330834,6/4/2011 19:01,1811,CANNABIS 30GMS OR LESS,STREET,1135,28,41.86681567,-87.69850563
HT330863,6/4/2011 19:00,1811,CANNABIS 30GMS OR LESS,SIDEWALK,233,20,41.78918029,-87.6195062
HT330801,6/4/2011 18:55,2024,HEROIN(WHITE),SIDEWALK,1132,24,41.869906,-87.72596366
HT330806,6/4/2011 18:50,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1033,24,41.8502011,-87.70383783
HT330810,6/4/2011 18:45,1811,CANNABIS 30GMS OR LESS,STREET,2313,46,41.96536271,-87.65189687
HT330825,6/4/2011 18:39,2022,COCAINE,STREET,2534,30,41.90976018,-87.72743025
HT330787,6/4/2011 18:36,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1111,37,41.89728654,-87.72774652
HT330790,6/4/2011 18:33,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1022,24,41.85269064,-87.70543213
HT330820,6/4/2011 18:30,2024,HEROIN(WHITE),STREET,311,20,41.78501391,-87.6158931
HT330742,6/4/2011 18:00,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1532,28,41.88325783,-87.74890646
HT330770,6/4/2011 18:00,1811,CANNABIS 30GMS OR LESS,STREET,613,21,41.74273273,-87.65338388
HT330745,6/4/2011 17:55,1811,CANNABIS 30GMS OR LESS,STREET,1522,29,41.87398139,-87.76071854
HT330823,6/4/2011 17:51,1822,MANU/DEL:CANNABIS OVER 10 GMS,STREET,1522,29,41.88005642,-87.76167046
HT330735,6/4/2011 17:36,2170,POSSESSION OF DRUG EQUIPMENT,VEHICLE NON-COMMERCIAL,2032,47,41.97109836,-87.67642225
HT330700,6/4/2011 17:35,1811,CANNABIS 30GMS OR LESS,SIDEWALK,434,10,41.70774636,-87.55980107
